"Archive Date","Associated Streets","Collection Date","Data Type","Intersection Number","Neighborhood Code","Original File Name","Site Location","Street Name","Study Period","Study Type"
"07/20/2015 08:00:00 PM","SEARLE RD, SPARROW ST","07-14-2015","","2418","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2418_SEARLE RD, SPARROW ST_WR_11HR_TMC_07142015.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"08/03/2015 08:00:00 PM","BROOKS ST, FANEUIL ST","07-29-2015","","1398","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1398_BROOKS ST, FANEUIL ST_AB_11HR_TMC_07292015.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"03/22/2016 08:00:00 PM","","01-14-2016","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\SAVIN HILL AVE_216_DO_24HR_ATR_XXX_01142016.PDF","216","SAVIN HILL AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"03/29/2016 08:00:00 PM","","06-24-2009","XXX","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\ISABELLA ST_16_BP_24HR_ATR_XXX_06242009.PDF","16","ISABELLA ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"04/03/2016 08:00:00 PM","","03-30-2016","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\ADAMS ST_1173_DO_24HR_ATR_XXX_03302016.XLSX","1173","ADAMS ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"12/20/2013 07:00:00 PM","ATLANTIC AVE, BEACH ST","07-30-2013","","44","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0044_ATLANTIC AVE, BEACH ST_BP_12HR_TMC_07302013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","ATLANTIC AVE, ESSEX ST","11-12-2008","","45","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0045_ATLANTIC ST, ESSEX ST_BP_11HR_TMC_11122008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","CONGRESS ST, STATE ST","03-25-2009","","52","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0052_CONGRESS ST, STATE ST_BP_11HR_TMC_03252009.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"12/20/2013 07:00:00 PM","CHAUNCY ST, SUMMER ST","10-09-2008","","59","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0059_CHAUNCY ST, SUMMER ST_BP_11HR_TMC_10092008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/20/2014 07:00:00 PM","ALBANY ST, TRAVELER ST","07-30-2013","","4115","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4115_ALBANY ST, TRAVELER ST_BP_12HR_TMC_07302013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","FOSTER ST, GLENMONT RD","03-27-2013","","2385","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2385_FOSTER ST, GLENMONT RD_AB_11HR_TMC_03272013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","CHARLES ST, MELROSE ST, WARRENTON ST","05-22-2013","","2387","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2387_CHARLES ST, MELROSE ST, WARRENTON ST_BP_11HR_TMC_05222013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","CONGRESS ST, MILK ST","03-11-2014","","1520","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1520_CONGRESS ST, MILK ST_BP_12HR_TMC_03112014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","CONGRESS ST, NEW SUDBURY ST, SUDBURY ST","03-11-2014","","1685","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1685_CONGRESS ST, NEW SUDBURY ST, SUDBURY ST_BP_12HR_TMC_03112014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/21/2014 08:00:00 PM","BENNINGTON ST, NEPTUNE ST","08-20-2013","","450","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0450_BENNINGTON ST, NEPTUNE ST_EB_11HR_TMC_08202013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"06/02/2014 08:00:00 PM","HARVARD ST, WALES ST","05-20-2014","","422","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0422_HARVARD ST, WALES ST_DO_11HR_TMC_05202014.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"06/02/2014 08:00:00 PM","BOWDOIN ST, QUINCY ST","06-04-2013","","268","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0268_BOWDOIN ST, QUINCY ST_DO_11HR_TMC_06042013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"10/19/2014 08:00:00 PM","DORCHESTER ST, EAST EIGHTH ST","10-15-2014","","752","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0752_DORCHESTER ST, EAST EIGHTH ST_SB_11HR_TMC_10152014.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"10/21/2014 08:00:00 PM","","02-05-2013","SPEED","","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\EDGERLY RD_50_RX_24HR_ATR_SPD_02052013.XLS","50","EDGERLEY RD","24 HOURS","AUTOMATED TRAFFIC RECORDING"
"10/21/2014 08:00:00 PM","BELVIDERE ST, HUNTINGTON AVE, WEST NEWTON ST","09-30-2014","","102","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0102_BELVIDERE ST, HUNTINGTON AVE, WEST NEWTON ST_BP_12HR_TMC_09302014.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"06/01/2015 08:00:00 PM","","05-04-2015","XXX","","SOUTH BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\EAST 8TH ST_531_SB_24HR_ATR_XXX_05042015.PDF","531","EAST 8TH ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"06/01/2015 08:00:00 PM","","08-05-2014","XXX","","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\SPARHAWK ST_15_AB_24HR_ATR_XXX_08052014.XLSX","15","SPARHAWK ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"06/01/2015 08:00:00 PM","","10-16-2014","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\SAVIN HILL AVE_329_DO_24HR_ATR_XXX_10162014.XLSX","329","SAVIN HILL AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"07/09/2015 08:00:00 PM","","06-25-2015","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\HEWLETT ST_36_WR_24HR_ATR_XXX_06252015.XLSX","36","HEWLETT ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"02/22/2016 07:00:00 PM","","11-12-2015","XXX","","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\WASHINGTON ST_3286_RX_24HR_ATR_XXX_11122015.PDF","3286","WASHINGTON ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"02/24/2016 07:00:00 PM","BLUE HILL AVE, GOODALE RD, WOOLSON ST","01-05-2016","","2426","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2426_BLUE HILL AVE, GOODALE RD, WOOLSON ST_DO_11HR_TMC_01052016.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"02/24/2016 07:00:00 PM","MASSACHUSETTS AVE, ST BOTOLPH ST","09-20-2012","","134","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0134_MASSACHUSETTS AVE, ST BOTOLPH ST_BP_11HR_TMC_09202012.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"02/24/2016 07:00:00 PM","COMMONWEALTH AVE, GRANBY ST","09-20-2012","","457","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0457_COMMONWEALTH AVE, GRANBY ST_BP_11HR_TMC_09202012.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"02/24/2016 07:00:00 PM","BROCK ST, LAKE ST, WASHINGTON ST","06-19-2008","","726","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0726_BROCK ST, LAKE ST, WASHINGTON ST_AB_11HR_TMC_06192008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"07/26/2016 08:00:00 PM","","06-22-2016","XXX","","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\ROSLINDALE AVE_210_WR_24HR_ATR_XXX_06222016.PDF","210","ROSLINDALE AVE","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"08/01/2016 08:00:00 PM","HARRISON AVE, KNEELAND ST","06-22-2016","","367","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0367_HARRISON AVE, KNEELAND ST_BP_12HR_TMC_06222016.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"08/01/2016 08:00:00 PM","TREMONT ST, WEST ST","06-15-2016","","5","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0005_TREMONT ST, WEST ST_BP_12HR_TMC_06152016.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","BREMEN ST, PRESCOTT ST","10-23-2013","","433","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0433_BREMEN ST, PRESCOTT ST_EB_11HR_TMC_10232013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","ADAMS ST, DORCHESTER AVE, WASHINGTON ST","10-17-2012","","360","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0360_ADAMS ST, DORCHESTER AVE, WASHINGTON ST_DO_11HR_TMC_10172012.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/13/2014 08:00:00 PM","BELGRADE AVE, ROBERT ST","11-20-2013","","263","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0263_BELGRADE AVE, ROBERT ST_WR_11HR_TMC_11202013.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"07/14/2014 08:00:00 PM","AMERICAN LEGION HWY, FRANKLIN HILL AVE","10-02-2012","","1301","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1301_AMERICAN LEGION HWY, FRANKLIN HILL AVE_WR_11HR_TMC_10022012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/27/2014 08:00:00 PM","CLARENDON ST, NEWBURY ST","09-30-2014","","742","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0742_CLARENDON ST, NEWBURY ST_BP_12HR_TMC_09302014.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/27/2014 08:00:00 PM","DARTMOUTH ST, MARLBOROUGH ST","09-30-2014","","750","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0750_DARTMOUTH ST, MARLBOROUGH ST_BP_12HR_TMC_09302014.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/27/2014 08:00:00 PM","CUMBERLAND ST, HUNTINGTON AVE","10-02-2014","","4001","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4001_CUMBERLAND ST, HUNTINGTON AVE_BP_12HR_TMC_10022014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/27/2014 08:00:00 PM","HARCOURT ST, HUNTINGTON AVE, RING RD","10-02-2014","","4002","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4002_HARCOURT ST, HUNTINGTON AVE, RING RD_BP_12HR_TMC_10022014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"10/05/2015 08:00:00 PM","CAUSEWAY ST, HAVERHILL ST","10-29-2013","","30","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0030_CAUSEWAY ST, HAVERHILL ST_BP_4HR_TMC_10292013.PDF","","","4 HOURS","TURNING MOVEMENT COUNT"
"10/05/2015 08:00:00 PM","STANIFORD ST, O'CONNEL WAY","10-29-2013","","4128","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4128_STANIFORD ST, O'CONNEL WAY_BP_4HR_TMC_10292013.PDF","","","4 HOURS","TURNING MOVEMENT COUNT"
"11/03/2015 07:00:00 PM","CRESCENT AVE, DORCHESTER AVE, EAST COTTAGE ST","10-07-2015","","523","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0523_CRESCENT AVE, DORCHESTER AVE, EAST COTTAGE ST_DO_12HR_TMC_10072015.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"11/03/2015 07:00:00 PM","ADAMS ST, GIBSON ST","10-07-2015","","617","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0617_ADAMS ST, GIBSON ST_DO_12HR_TMC_10072015.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/08/2016 08:00:00 PM","COMMONWEALTH AVE (S. CARRIAGEWAY), HARVARD AVE","11-12-2014","","181","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0181_COMMONWEALTH AVE (S. CARRIAGEWAY), HARVARD AVE_AB_11HR_TMC_11122014.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"05/08/2016 08:00:00 PM","","12-03-2014","XXX","","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\CRESTWAY RD_14_EB_24HR_ATR_XXX_12032014.PDF","14","CRESTWAY RD","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/08/2016 08:00:00 PM","","03-12-2014","XXX","","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\GREYCLIFF RD_21_AB_24HR_ATR_XXX_03122014.PDF","21","GREYCLIFF RD","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/08/2016 08:00:00 PM","","01-12-2016","XXX","","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\CROSS ST_150_BP_72HR_ATR_XXX_01122016.PDF","150","CROSS ST","72 HOURS","AUTOMATED TRAFFICE RECORDING"
"05/08/2016 08:00:00 PM","","12-01-2014","XXX","","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\HARVARD AVE_196_AB_72HR_ATR_XXX_12012014.PDF","196","HARVARD AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING"
"01/02/2014 07:00:00 PM","BENNINGTON ST, BYRON ST","08-21-2013","","1019","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1019_BENNINGTON ST, BYRON ST_EB_11HR_TMC_08212013.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","ADDINGTON ST, LAGRANGE ST, VERMONT ST","10-01-2008","","1022","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1022_ADDINGTON ST, LAGRANGE ST, VERMONT ST_WR_11HR_TMC_10012008.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","BABCOCK ST, COMMONWEALTH AVE","09-20-2012","","1263","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1263_BABCOCK ST, COMMONWEALTH AVE_BP_11HR_TMC_09202012.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","ALBANY ST, KNEELAND ST, SURFACE RD","07-30-2013","","1273","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1273_ALBANY ST, KNEELAND ST, SURFACE RD_BP_12HR_TMC_07302013.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","CONGRESS ST, WATER ST","03-11-2014","","51","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0051_CONGRESS ST, WATER ST_BP_12HR_TMC_03112014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","DEVONSHIRE ST, FRANKLIN ST","03-11-2014","","56","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0056_DEVONSHIRE ST, FRANKLIN ST_BP_12HR_TMC_03112014.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"05/15/2014 08:00:00 PM","MILK ST, PEARL ST","03-11-2014","","327","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0327_MILK ST, PEARL ST_BP_12HR_TMC_03112014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"07/14/2014 08:00:00 PM","BOSTON ST, COLUMBIA RD, EAST COTTAGE ST, MASSACHUSETTS AVE","10-02-2012","","220","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0220_BOSTON ST, COLUMBIA RD, EAST COTTAGE ST, MASSACHUSETTS AVE_DO_11HR_TMC_10022012.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"07/14/2014 08:00:00 PM","BROOKLINE AVE, DEACONESS RD, JIMMY FUND WAY","04-12-2011","","472","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0472_BROOKLINE AVE, DEACONESS RD, JIMMY FUND WAY_RX_11HR_TMC_04122011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"07/14/2014 08:00:00 PM","BOYLSTON ST, JERSEY ST, YAWKEY WAY","04-14-2011","","753","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0753_BOYLSTON ST, JERSEY ST, YAWKEY WAY_BP_11HR_TMC_04142011.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"07/31/2014 08:00:00 PM","","05-15-2014","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\KENWOOD ST_62_DO_24HR_ATR_XXX_05152014.PDF","62","KENWOOD ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"11/13/2014 07:00:00 PM","","10-08-2014","XXX","","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\MT VERNON ST_270_DO_24HR_ATR_XXX_10082014.PDF","270","MT VERNON ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"11/27/2014 07:00:00 PM","GLOUCESTER ST, NEWBURY ST","10-28-2014","","795","BOSTON PROPER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0795_GLOUCESTER ST, NEWBURY ST_BP_11HR_TMC_10282014.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/08/2015 07:00:00 PM","AUSTIN ST, RUTHERFORD AVE","12-18-2008","","164","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0164_AUSTIN ST, RUTHERFORD AVE_CH_11HR_TMC_12182008.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"01/21/2015 07:00:00 PM","RAMP TL, RUTHERFORD AVE","12-11-2014","","2345","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2345_RAMP TL, RUTHERFORD AVE_CH_12HR_TMC_12112014.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"11/03/2015 07:00:00 PM","BELFORT ST, DORCHESTER AVE, VICTORIA ST","10-07-2015","","960","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0960_BELFORT ST, DORCHESTER AVE, VICTORIA ST_DO_12HR_TMC_10072015.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"11/03/2015 07:00:00 PM","DORCHESTER AVE, SUDAN ST, TAFT ST","10-07-2015","","4041","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_4041_DORCHESTER AVE, SUDAN ST, TAFT ST_DO_12HR_TMC_10072015.PDF","","","12 HOURS","TURNING MOVEMENT COUNT"
"11/03/2015 07:00:00 PM","DORCHESTER AVE, PARK ST","10-07-2015","","356","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0356_DORCHESTER AVE, PARK ST_DO_12HR_TMC_10072015.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"11/03/2015 07:00:00 PM","ASHMONT ST, DORCHESTER AVE","10-07-2015","","235","DORCHESTER","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0235_ASHMONT ST, DORCHESTER AVE_DO_12HR_TMC_10072015.XLS","","","12 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","RIVERDALE ST, WESTERN AVE","04-05-2012","","698","ALLSTON BRIGHTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0698_RIVERDALE ST, WESTERN AVE_AB_4HR_TMC_04052012.PDF","","","4 HOURS","TURNING MOVEMENT COUNT"
"01/02/2014 07:00:00 PM","SOUTH HUNTINGTON AVE, VETERANS HOSPITAL","02-02-2012","","725","ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0725_SOUTH HUNTINGTON AVE, VETERANS HOSPITAL_RX_4HR_TMC_02022012.PDF","","","4 HOURS","TURNING MOVEMENT COUNT"
"03/22/2017 08:00:00 PM","","01-11-2017","XXX","","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\PEARL ST_83_CH_24HR_ATR_XXX_01112017.PDF","83","PEARL ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"03/22/2017 08:00:00 PM","","01-11-2017","XXX","","CHARLESTOWN","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\ATR\ALLSTON ST_26_CH_24HR_ATR_XXX_01112017.PDF","26","ALLSTON ST","24 HOURS","AUTOMATED TRAFFICE RECORDING"
"04/18/2017 08:00:00 PM","CHARLES PARK RD","03-09-2017","","2563","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_2563_CHARLES PARK RD_WR_11HR_TMC_03092017.XLS","","","11 HOURS","TURNING MOVEMENT COUNT"
"04/18/2017 08:00:00 PM","ORLEANS ST, SUMMER ST","03-09-2017","","975","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_0975_ORLEANS ST, SUMMER ST_EB_11HR_TMC_03092017.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"03/21/2018 08:00:00 PM","BREMEN ST, MAVERICK ST","02-28-2018","","1282","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1282_BREMEN ST, MAVERICK ST_EB_11HR_TMC_02282018.PDF","","","11 HOURS","TURNING MOVEMENT COUNT"
"03/21/2018 08:00:00 PM","BREMEN ST, MAVERICK ST","02-28-2018","","1282","EAST BOSTON","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1282_BREMEN ST, MAVERICK ST_EB_11HR_TMC_02282018.XLSX","","","11 HOURS","TURNING MOVEMENT COUNT"
"04/02/2018 08:00:00 PM","SPRING ST, GARDNER ST","03-27-2018","","1860","WEST ROXBURY","\\CH-NAS\SCERISISD\BTD_SCERIS_DOCS\BTD_TRAFFIC_COUNTS\TMC\INT_1860_SPRING ST, GARDNER ST_WR_11HR_TMC_03272018.XLSX","","","11 HOURS","TURNING MOVEMENT COUNT"
